   0.341   0.214   0.468
   0.341   0.357   0.468
   0.341   0.643   0.468
   0.341   0.786   0.468
   0.341   1.072   0.468
   0.341   1.214   0.468
   0.341   1.500   0.468
   0.341   1.643   0.468
   0.341   1.929   0.468
   0.341   2.072   0.468
   0.341   2.357   0.468
   0.341   2.500   0.468
   0.341   2.786   0.468
   0.341   2.929   0.468
   0.341   0.143   0.591
   0.341   0.429   0.591
   0.341   0.572   0.591
   0.341   0.857   0.591
   0.341   1.000   0.591
   0.341   1.286   0.591
   0.341   1.429   0.591
   0.341   1.714   0.591
   0.341   1.857   0.591
   0.341   2.143   0.591
   0.341   2.286   0.591
   0.341   2.572   0.591
   0.341   2.714   0.591
   0.341   0.000   0.591
