  0.7890  0.2140  0.6820
  0.7890  0.5000  0.6820
  0.7890  0.6430  0.6820
  0.7890  0.9290  0.6820
  0.7890  1.0710  0.6820
  0.7890  1.3570  0.6820
  0.7890  1.5000  0.6820
  0.7890  1.7860  0.6820
  0.7890  1.9290  0.6820
  0.7890  2.2140  0.6820
  0.7890  2.3570  0.6820
  0.7890  2.6430  0.6820
  0.7890  2.7860  0.6820
  0.7890  0.0710  0.6820
  0.9120  0.2860  0.6820
  0.9120  0.4290  0.6820
  0.9120  0.7140  0.6820
  0.9120  0.8570  0.6820
  0.9120  1.1430  0.6820
  0.9120  1.2860  0.6820
  0.9120  1.5710  0.6820
  0.9120  1.7140  0.6820
  0.9120  2.0000  0.6820
  0.9120  2.1430  0.6820
  0.9120  2.4290  0.6820
  0.9120  2.5710  0.6820
  0.9120  2.8570  0.6820
  0.9120  0.0000  0.6820
