  0.0520  0.2140  0.0000
  0.0520  0.5000  0.0000
  0.0520  0.6430  0.0000
  0.0520  0.9290  0.0000
  0.0520  1.0710  0.0000
  0.0520  1.3570  0.0000
  0.0520  1.5000  0.0000
  0.0520  1.7860  0.0000
  0.0520  1.9290  0.0000
  0.0520  2.2140  0.0000
  0.0520  2.3570  0.0000
  0.0520  2.6430  0.0000
  0.0520  2.7860  0.0000
  0.0520  0.0710  0.0000
  0.1750  0.2860  0.0000
  0.1750  0.4290  0.0000
  0.1750  0.7140  0.0000
  0.1750  0.8570  0.0000
  0.1750  1.1430  0.0000
  0.1750  1.2860  0.0000
  0.1750  1.5710  0.0000
  0.1750  1.7140  0.0000
  0.1750  2.0000  0.0000
  0.1750  2.1430  0.0000
  0.1750  2.4290  0.0000
  0.1750  2.5710  0.0000
  0.1750  2.8570  0.0000
  0.1750  0.0000  0.0000
