  0.4210  0.4290  0.3410
  0.4210  0.5720  0.3410
  0.4210  0.8570  0.3410
  0.4210  1.0000  0.3410
  0.4210  1.2860  0.3410
  0.4210  1.4290  0.3410
  0.4210  1.7140  0.3410
  0.4210  1.8570  0.3410
  0.4210  2.1430  0.3410
  0.4210  2.2860  0.3410
  0.4210  2.5720  0.3410
  0.4210  2.7140  0.3410
  0.4210  0.0000  0.3410
  0.4210  0.1430  0.3410
  0.5440  0.3570  0.3410
  0.5440  0.6430  0.3410
  0.5440  0.7860  0.3410
  0.5440  1.0720  0.3410
  0.5440  1.2140  0.3410
  0.5440  1.5000  0.3410
  0.5440  1.6430  0.3410
  0.5440  1.9290  0.3410
  0.5440  2.0720  0.3410
  0.5440  2.3570  0.3410
  0.5440  2.5000  0.3410
  0.5440  2.7860  0.3410
  0.5440  2.9290  0.3410
  0.5440  0.2140  0.3410
